"","label","genes","vascular_subtype"
"2861","heart_artery","Sema3g","Artery"
"2862","heart_artery","Cdkn1a","Artery"
"2863","heart_artery","Igfbp3","Artery"
"2864","heart_artery","Nebl","Artery"
"2865","heart_artery","Fxyd5","Artery"
"2866","heart_artery","Gja4","Artery"
"2867","heart_artery","Gja5","Artery"
"2868","heart_artery","Ppp1r15a","Artery"
"2869","heart_artery","Edn1","Artery"
"2870","heart_artery","Eps8l2","Artery"
"2871","heart_artery","Msx1","Artery"
"2872","heart_artery","Klf6","Artery"
"2873","heart_artery","Cox4i2","Artery"
"2874","heart_artery","Dll4","Artery"
"2875","heart_artery","Rgs10","Artery"
"2876","heart_artery","Cdk19","Artery"
"2877","heart_artery","St6galnac2","Artery"
"2878","heart_capillaryarterial","Cxcl12","Arteriole"
"2879","heart_capillaryarterial","Rbp7","Arteriole"
"2880","heart_capillaryarterial","Mgll","Arteriole"
"2881","heart_capillaryarterial","Ly6c1","Arteriole"
"2882","heart_capillaryarterial","Aqp7","Arteriole"
"2883","heart_capillaryarterial","Btnl9","Arteriole"
"2884","heart_capillaryarterial","Pdgfd","Arteriole"
"2885","heart_capillaryarterial","Sema7a","Arteriole"
"2886","heart_capillaryarterial","Clec2d","Arteriole"
"2887","heart_capillaryarterial","Unc5b","Arteriole"
"2888","heart_capillaryarterial","Tpst1","Arteriole"
"2889","heart_capillaryarterial","Plat","Arteriole"
"2890","heart_capillaryarterial","Magix","Arteriole"
"2891","heart_capillaryarterial","Plscr2","Arteriole"
"2892","heart_capillaryarterial","Fkbp3","Arteriole"
"2893","heart_capillaryarterial","Esm1","Arteriole"
"2894","heart_capillaryarterial","Mcf2l","Arteriole"
"2895","heart_capillaryarterial","Scgb3a1","Arteriole"
"2896","heart_capillaryarterial","Slc26a10","Arteriole"
"2897","heart_capillaryarterial","Cables2","Arteriole"
"2898","heart_capillaryarterial","Mcc","Arteriole"
"2899","heart_capillaryarterial","Dlc1","Arteriole"
"2900","heart_capillaryarterial","Tbxa2r","Arteriole"
"2901","heart_capillaryarterial","Cxcr4","Arteriole"
"2902","heart_capillaryarterial","Kctd12b","Arteriole"
"2903","heart_capillaryarterial","Mlec","Arteriole"
"2904","heart_capillaryarterial","Gja1","Arteriole"
"2905","heart_capillaryarterial","Osmr","Arteriole"
"2906","heart_capillaryarterial","Mtmr10","Arteriole"
"2907","heart_capillaryarterial","Wars","Arteriole"
"2908","heart_capillaryarterial","Stom","Arteriole"
"2909","heart_capillaryarterial","Vsig2","Arteriole"
"2910","heart_capillaryarterial","Abcc4","Arteriole"
"2911","heart_capillaryarterial","Atp1b2","Arteriole"
"2912","heart_capillaryarterial","Itpripl1","Arteriole"
"2913","heart_capillaryarterial","Ces2e","Arteriole"
"2914","heart_capillaryarterial","Ppm1f","Arteriole"
"2915","heart_capillaryarterial","Dcaf17","Arteriole"
"2916","heart_capillaryarterial","C1qtnf1","Arteriole"
"2917","heart_capillaryarterial","Fut8","Arteriole"
"2918","heart_capillaryarterial","9530082P21Rik","Arteriole"
"2919","heart_capillaryarterial","Epha4","Arteriole"
"2920","heart_capillaryarterial","Atg16l1","Arteriole"
"2921","heart_capillaryarterial","Mertk","Arteriole"
"2922","heart_capillaryarterial","Ttll7","Arteriole"
"2923","heart_capillaryarterial","Ctla2b","Arteriole"
"2924","heart_capillaryarterial","Sybu","Arteriole"
"2925","heart_capillaryarterial","Plekhg2","Arteriole"
"2926","heart_capillaryarterial","Trnt1","Arteriole"
"2927","heart_capillaryarterial","Crat","Arteriole"
"2928","heart_capillary","Kdr","Capillary"
"2929","heart_capillary","Ssh2","Capillary"
"2930","heart_capillary","Endou","Capillary"
"2931","heart_capillary","Fam57b","Capillary"
"2932","heart_capillary","Kifc3","Capillary"
"2933","heart_capillary","Ntf3","Capillary"
"2934","heart_capillary","Tmem182","Capillary"
"2935","heart_capillary","Fam212b","Capillary"
"2936","heart_capillary","4430402I18Rik","Capillary"
"2937","heart_capillary","Coro2b","Capillary"
"2938","heart_capillary","Fam117b","Capillary"
"2939","heart_capillary","Lnx2","Capillary"
"2940","heart_capillary","3110062M04Rik","Capillary"
"2941","heart_capillary","Insig1","Capillary"
"2942","heart_capillary","Ebf3","Capillary"
"2943","heart_capillary","Slco2b1","Capillary"
"2944","heart_capillary","Map3k14","Capillary"
"2945","heart_capillary","AU020206","Capillary"
"2946","heart_capillary","Dgke","Capillary"
"2947","heart_capillary","2310040G24Rik","Capillary"
"2948","heart_capillary","Angptl4","Capillary"
"2949","heart_capillary","Akap5","Capillary"
"2950","heart_capillary","Zfp263","Capillary"
"2951","heart_capillary","Zfp281","Capillary"
"2952","heart_capillary","Scly","Capillary"
"2953","heart_capillary","Hotairm1","Capillary"
"2954","heart_capillary","Rexo4","Capillary"
"2955","heart_capillary","Cdh23","Capillary"
"2956","heart_capillary","Abcc5","Capillary"
"2957","heart_capillary","Zfp322a","Capillary"
"2958","heart_capillary","Cdc42ep4","Capillary"
"2959","heart_capillary","Ncald","Capillary"
"2960","heart_capillary","Anks1","Capillary"
"2961","heart_capillary","Crnkl1","Capillary"
"2962","heart_capillary","Slc39a3","Capillary"
"2963","heart_capillary","Kremen2","Capillary"
"2964","heart_capillary","Trak1","Capillary"
"2965","heart_capillary","Acvr2a","Capillary"
"2966","heart_capillary","Tnnt2","Capillary"
"2967","heart_capillary","Nppa","Capillary"
"2968","heart_capillary","Tmigd1","Capillary"
"2969","heart_capillary","Ip6k2","Capillary"
"2970","heart_capillary","Epb41l4a","Capillary"
"2971","heart_capillary","Alg6","Capillary"
"2972","heart_capillary","Dffb","Capillary"
"2973","heart_capillary","Cox7a1","Capillary"
"2974","heart_capillary","Sorbs1","Capillary"
"2975","heart_capillary","Wdr70","Capillary"
"2976","heart_capillary","Cecr2","Capillary"
"2977","heart_capillary","Gpn2","Capillary"
"2978","heart_capillaryvenous","Vcam1","Venule"
"2979","heart_capillaryvenous","Ier3","Venule"
"2980","heart_capillaryvenous","Pltp","Venule"
"2981","heart_capillaryvenous","Pi16","Venule"
"2982","heart_capillaryvenous","Fmo2","Venule"
"2983","heart_capillaryvenous","Fmo1","Venule"
"2984","heart_capillaryvenous","Calcrl","Venule"
"2985","heart_capillaryvenous","Emp1","Venule"
"2986","heart_capillaryvenous","AU021092","Venule"
"2987","heart_capillaryvenous","Bsg","Venule"
"2988","heart_capillaryvenous","Nfkbia","Venule"
"2989","heart_capillaryvenous","Eln","Venule"
"2990","heart_capillaryvenous","Bhlhe40","Venule"
"2991","heart_capillaryvenous","Icam1","Venule"
"2992","heart_capillaryvenous","Klk8","Venule"
"2993","heart_capillaryvenous","Socs3","Venule"
"2994","heart_capillaryvenous","Slfn2","Venule"
"2995","heart_capillaryvenous","2200002D01Rik","Venule"
"2996","heart_capillaryvenous","Rnd1","Venule"
"2997","heart_capillaryvenous","Emp2","Venule"
"2998","heart_capillaryvenous","Arl4d","Venule"
"2999","heart_capillaryvenous","Rasa4","Venule"
"3000","heart_capillaryvenous","Ier5","Venule"
"3001","heart_capillaryvenous","Atf3","Venule"
"3002","heart_capillaryvenous","Ramp3","Venule"
"3003","heart_capillaryvenous","Hs3st1","Venule"
"3004","heart_capillaryvenous","Actn1","Venule"
"3005","heart_capillaryvenous","Rhob","Venule"
"3006","heart_capillaryvenous","Lhx6","Venule"
"3007","heart_capillaryvenous","Lmo1","Venule"
"3008","heart_capillaryvenous","Ankrd37","Venule"
"3009","heart_capillaryvenous","Col13a1","Venule"
"3010","heart_capillaryvenous","Csf1","Venule"
"3011","heart_capillaryvenous","Dll1","Venule"
"3012","heart_capillaryvenous","Hist1h1c","Venule"
"3013","heart_capillaryvenous","Lfng","Venule"
"3014","heart_capillaryvenous","Egr1","Venule"
"3015","heart_capillaryvenous","Kcnb1","Venule"
"3016","heart_capillaryvenous","Nuak1","Venule"
"3017","heart_capillaryvenous","Prpf40b","Venule"
"3018","heart_capillaryvenous","Bmp4","Venule"
"3019","heart_capillaryvenous","Socs2","Venule"
"3020","heart_capillaryvenous","Gm12216","Venule"
"3021","heart_capillaryvenous","Entpd1","Venule"
"3022","heart_capillaryvenous","Tob1","Venule"
"3023","heart_capillaryvenous","Icosl","Venule"
"3024","heart_capillaryvenous","Fam71a","Venule"
"3025","heart_capillaryvenous","P4ha2","Venule"
"3026","heart_capillaryvenous","Mgat4a","Venule"
"3027","heart_capillaryvenous","Cyp26b1","Venule"
"3028","heart_interferon","Rgcc","Immunogenic"
"3029","heart_interferon","Lpl","Immunogenic"
"3030","heart_interferon","Isg15","Immunogenic"
"3031","heart_interferon","Car4","Immunogenic"
"3032","heart_interferon","Ifit3","Immunogenic"
"3033","heart_interferon","Rtp4","Immunogenic"
"3034","heart_interferon","Ifi203","Immunogenic"
"3035","heart_interferon","Rsad2","Immunogenic"
"3036","heart_interferon","Tcf15","Immunogenic"
"3037","heart_interferon","Ifit1","Immunogenic"
"3038","heart_interferon","Ly6a","Immunogenic"
"3039","heart_interferon","Mndal","Immunogenic"
"3040","heart_interferon","Fabp4","Immunogenic"
"3041","heart_interferon","Iigp1","Immunogenic"
"3042","heart_interferon","Aqp1","Immunogenic"
"3043","heart_interferon","Ifit3b","Immunogenic"
"3044","heart_interferon","AW112010","Immunogenic"
"3045","heart_interferon","Timp4","Immunogenic"
"3046","heart_interferon","Gpihbp1","Immunogenic"
"3047","heart_interferon","Gbp7","Immunogenic"
"3048","heart_interferon","Cdkn1c","Immunogenic"
"3049","heart_interferon","Sgk1","Immunogenic"
"3050","heart_interferon","Xdh","Immunogenic"
"3051","heart_interferon","Irf7","Immunogenic"
"3052","heart_interferon","Ifit2","Immunogenic"
"3053","heart_interferon","Cmpk2","Immunogenic"
"3054","heart_interferon","Slc28a2","Immunogenic"
"3055","heart_interferon","Hspb1","Immunogenic"
"3056","heart_interferon","Tgtp2","Immunogenic"
"3057","heart_interferon","Gbp2","Immunogenic"
"3058","heart_interferon","Stat1","Immunogenic"
"3059","heart_interferon","Oasl2","Immunogenic"
"3060","heart_interferon","Lpar6","Immunogenic"
"3061","heart_interferon","Gm12002","Immunogenic"
"3062","heart_interferon","Pdzd2","Immunogenic"
"3063","heart_interferon","Irgm1","Immunogenic"
"3064","heart_interferon","Gbp4","Immunogenic"
"3065","heart_interferon","Efnb1","Immunogenic"
"3066","heart_interferon","Usp18","Immunogenic"
"3067","heart_interferon","Igtp","Immunogenic"
"3068","heart_interferon","Tgtp1","Immunogenic"
"3069","heart_interferon","Parp14","Immunogenic"
"3070","heart_interferon","Ifi44","Immunogenic"
"3071","heart_interferon","Cmtm8","Immunogenic"
"3072","heart_interferon","Trim12a","Immunogenic"
"3073","heart_interferon","Ifi47","Immunogenic"
"3074","heart_interferon","Dok4","Immunogenic"
"3075","heart_interferon","Thrsp","Immunogenic"
"3076","heart_interferon","Irf9","Immunogenic"
"3077","heart_interferon","Cd274","Immunogenic"
"3078","heart_angiogenic","Tmsb10","Angiogenic"
"3079","heart_angiogenic","Ift122","Angiogenic"
"3080","heart_angiogenic","Sparc","Angiogenic"
"3081","heart_angiogenic","Cldn5","Angiogenic"
"3082","heart_angiogenic","Col4a2","Angiogenic"
"3083","heart_angiogenic","Apln","Angiogenic"
"3084","heart_angiogenic","Vim","Angiogenic"
"3085","heart_angiogenic","Igfbp7","Angiogenic"
"3086","heart_angiogenic","Vwa1","Angiogenic"
"3087","heart_angiogenic","Mest","Angiogenic"
"3088","heart_angiogenic","Sparcl1","Angiogenic"
"3089","heart_angiogenic","Adm","Angiogenic"
"3090","heart_angiogenic","Aplnr","Angiogenic"
"3091","heart_angiogenic","Meox1","Angiogenic"
"3092","heart_angiogenic","Trp53i11","Angiogenic"
"3093","heart_angiogenic","Prnp","Angiogenic"
"3094","heart_angiogenic","Nrp2","Angiogenic"
"3095","heart_angiogenic","Mycn","Angiogenic"
"3096","heart_angiogenic","Tnfaip8l1","Angiogenic"
"3097","heart_angiogenic","Ccnd1","Angiogenic"
"3098","heart_angiogenic","Gnb4","Angiogenic"
"3099","heart_angiogenic","Sox4","Angiogenic"
"3100","heart_angiogenic","Dapk2","Angiogenic"
"3101","heart_angiogenic","Bcl6b","Angiogenic"
"3102","heart_angiogenic","Pgf","Angiogenic"
"3103","heart_angiogenic","Kcna5","Angiogenic"
"3104","heart_angiogenic","Col15a1","Angiogenic"
"3105","heart_angiogenic","Bst2","Angiogenic"
"3106","heart_angiogenic","Nudt4","Angiogenic"
"3107","heart_angiogenic","Nid2","Angiogenic"
"3108","heart_angiogenic","Actb","Angiogenic"
"3109","heart_angiogenic","Ets2","Angiogenic"
"3110","heart_angiogenic","Cyp4b1","Angiogenic"
"3111","heart_angiogenic","Pcdh17","Angiogenic"
"3112","heart_angiogenic","Akap13","Angiogenic"
"3113","heart_angiogenic","Rgs16","Angiogenic"
"3114","heart_angiogenic","Prcp","Angiogenic"
"3115","heart_angiogenic","Stmn1","Angiogenic"
"3116","heart_angiogenic","Knop1","Angiogenic"
"3117","heart_angiogenic","Jam3","Angiogenic"
"3118","heart_angiogenic","Lgals1","Angiogenic"
"3119","heart_angiogenic","Itga6","Angiogenic"
"3120","heart_angiogenic","Hmgb2","Angiogenic"
"3121","heart_angiogenic","Tubb6","Angiogenic"
"3122","heart_angiogenic","Plxnd1","Angiogenic"
"3123","heart_angiogenic","Arl4c","Angiogenic"
"3124","heart_angiogenic","Noct","Angiogenic"
"3125","heart_angiogenic","Lamc1","Angiogenic"
"3126","heart_angiogenic","Kit","Angiogenic"
"3127","heart_angiogenic","Hcls1","Angiogenic"
"3128","heart_largevein","Mgp","Vein"
"3129","heart_largevein","Cfh","Vein"
"3130","heart_largevein","Apoe","Vein"
"3131","heart_largevein","Cpe","Vein"
"3132","heart_largevein","Cytl1","Vein"
"3133","heart_largevein","Bgn","Vein"
"3134","heart_largevein","Plvap","Vein"
"3135","heart_largevein","Dcn","Vein"
"3136","heart_largevein","Ctsh","Vein"
"3137","heart_largevein","Rbp1","Vein"
"3138","heart_largevein","Npr3","Vein"
"3139","heart_largevein","Vwf","Vein"
"3140","heart_largevein","H19","Vein"
"3141","heart_largevein","Tm4sf1","Vein"
"3142","heart_largevein","Igfbp4","Vein"
"3143","heart_largevein","Fabp5","Vein"
"3144","heart_largevein","Tmem108","Vein"
"3145","heart_largevein","Id2","Vein"
"3146","heart_largevein","Cgnl1","Vein"
"3147","heart_largevein","Clu","Vein"
"3148","heart_largevein","Hmcn1","Vein"
"3149","heart_largevein","Il6st","Vein"
"3150","heart_largevein","Ece1","Vein"
"3151","heart_largevein","Atp1b3","Vein"
"3152","heart_largevein","Tmem176b","Vein"
"3153","heart_largevein","Gabarapl1","Vein"
"3154","heart_largevein","Ccdc80","Vein"
"3155","heart_largevein","Bace2","Vein"
"3156","heart_largevein","Ptgs1","Vein"
"3157","heart_largevein","Heg1","Vein"
"3158","heart_largevein","Ctla2a","Vein"
"3159","heart_largevein","F2r","Vein"
"3160","heart_largevein","Comp","Vein"
"3161","heart_largevein","Ahsg","Vein"
"3162","heart_largevein","Spint2","Vein"
"3163","heart_largevein","Mgst1","Vein"
"3164","heart_largevein","Cd59a","Vein"
"3165","heart_largevein","Smoc1","Vein"
"3166","heart_largevein","Ecm1","Vein"
"3167","heart_largevein","Emp3","Vein"
"3168","heart_largevein","Kank1","Vein"
"3169","heart_largevein","Lum","Vein"
"3170","heart_largevein","Plagl1","Vein"
"3171","heart_largevein","Igf2","Vein"
"3172","heart_largevein","Colec11","Vein"
"3173","heart_largevein","Ltbp4","Vein"
"3174","heart_largevein","Bmx","Vein"
"3175","heart_largevein","Tmem100","Vein"
"3176","heart_largevein","Fstl1","Vein"
"3177","heart_largevein","Fn1","Vein"
"3178","heart_lymphatic","Ccl21a","Lymphatic"
"3179","heart_lymphatic","Mmrn1","Lymphatic"
"3180","heart_lymphatic","Fgl2","Lymphatic"
"3181","heart_lymphatic","Prss23","Lymphatic"
"3182","heart_lymphatic","Thy1","Lymphatic"
"3183","heart_lymphatic","Igfbp5","Lymphatic"
"3184","heart_lymphatic","Fth1","Lymphatic"
"3185","heart_lymphatic","Lyve1","Lymphatic"
"3186","heart_lymphatic","Prelp","Lymphatic"
"3187","heart_lymphatic","Lcn2","Lymphatic"
"3188","heart_lymphatic","Fxyd6","Lymphatic"
"3189","heart_lymphatic","Nts","Lymphatic"
"3190","heart_lymphatic","S100a6","Lymphatic"
"3191","heart_lymphatic","Ifi27l2a","Lymphatic"
"3192","heart_lymphatic","Cd63","Lymphatic"
"3193","heart_lymphatic","Cd9","Lymphatic"
"3194","heart_lymphatic","Pard6g","Lymphatic"
"3195","heart_lymphatic","Cp","Lymphatic"
"3196","heart_lymphatic","Timp2","Lymphatic"
"3197","heart_lymphatic","Lrg1","Lymphatic"
"3198","heart_lymphatic","Lbp","Lymphatic"
"3199","heart_lymphatic","Flt4","Lymphatic"
"3200","heart_lymphatic","Reln","Lymphatic"
"3201","heart_lymphatic","Pdpn","Lymphatic"
"3202","heart_lymphatic","Serpine2","Lymphatic"
"3203","heart_lymphatic","Stab1","Lymphatic"
"3204","heart_lymphatic","Gpm6a","Lymphatic"
"3205","heart_lymphatic","Bcr","Lymphatic"
"3206","heart_lymphatic","Scn1b","Lymphatic"
"3207","heart_lymphatic","Timp3","Lymphatic"
"3208","heart_lymphatic","Maf","Lymphatic"
"3209","heart_lymphatic","Nsg1","Lymphatic"
"3210","heart_lymphatic","Clca3a1","Lymphatic"
"3211","heart_lymphatic","Lmo2","Lymphatic"
"3212","heart_lymphatic","Rhoj","Lymphatic"
"3213","heart_lymphatic","Arl4a","Lymphatic"
"3214","heart_lymphatic","Ntn1","Lymphatic"
"3215","heart_lymphatic","Ndrg1","Lymphatic"
"3216","heart_lymphatic","Marcks","Lymphatic"
"3217","heart_lymphatic","Rnase4","Lymphatic"
"3218","heart_lymphatic","Marcksl1","Lymphatic"
"3219","heart_lymphatic","Tgfbr2","Lymphatic"
"3220","heart_lymphatic","Cd24a","Lymphatic"
"3221","heart_lymphatic","Abi3bp","Lymphatic"
"3222","heart_lymphatic","Tgfbi","Lymphatic"
"3223","heart_lymphatic","Ptn","Lymphatic"
"3224","heart_lymphatic","Aebp1","Lymphatic"
"3225","heart_lymphatic","Ppfibp1","Lymphatic"
"3226","heart_lymphatic","Nr2f2","Lymphatic"
"3227","heart_lymphatic","Anxa1","Lymphatic"
"3228","edl_largeartery","Clu","Large Artery"
"3229","edl_largeartery","Fbln5","Large Artery"
"3230","edl_largeartery","Cldn5","Large Artery"
"3231","edl_largeartery","Stmn2","Large Artery"
"3232","edl_largeartery","Fxyd5","Large Artery"
"3233","edl_largeartery","Sema3g","Large Artery"
"3234","edl_largeartery","Ifi27l2a","Large Artery"
"3235","edl_largeartery","Tm4sf1","Large Artery"
"3236","edl_largeartery","Fn1","Large Artery"
"3237","edl_largeartery","Alpl","Large Artery"
"3238","edl_largeartery","Gadd45g","Large Artery"
"3239","edl_largeartery","Mgp","Large Artery"
"3240","edl_largeartery","Tppp3","Large Artery"
"3241","edl_largeartery","Jag1","Large Artery"
"3242","edl_largeartery","Glul","Large Artery"
"3243","edl_largeartery","Igfbp4","Large Artery"
"3244","edl_largeartery","Cd9","Large Artery"
"3245","edl_largeartery","Bsg","Large Artery"
"3246","edl_largeartery","Sox17","Large Artery"
"3247","edl_largeartery","Slc6a6","Large Artery"
"3248","edl_largeartery","Tsc22d1","Large Artery"
"3249","edl_largeartery","Klf4","Large Artery"
"3250","edl_largeartery","Edn1","Large Artery"
"3251","edl_largeartery","Fos","Large Artery"
"3252","edl_largeartery","Cst3","Large Artery"
"3253","edl_largeartery","Ace","Large Artery"
"3254","edl_largeartery","Crip1","Large Artery"
"3255","edl_largeartery","Emp3","Large Artery"
"3256","edl_largeartery","Nr4a1","Large Artery"
"3257","edl_largeartery","Rdx","Large Artery"
"3258","edl_largeartery","Vegfc","Large Artery"
"3259","edl_largeartery","Sat1","Large Artery"
"3260","edl_largeartery","Ccnd2","Large Artery"
"3261","edl_largeartery","Gja4","Large Artery"
"3262","edl_largeartery","Lrrc32","Large Artery"
"3263","edl_largeartery","Ier2","Large Artery"
"3264","edl_largeartery","Heg1","Large Artery"
"3265","edl_largeartery","Hspa1a","Large Artery"
