"","label","genes","vascular_subtype"
"1000","liver_capillaryvenous","Slc26a10","Venule"
"1001","liver_capillaryvenous","Kit","Venule"
"1002","liver_capillaryvenous","Sgk1","Venule"
"1003","liver_capillaryvenous","Lifr","Venule"
"1004","liver_capillaryvenous","Ramp3","Venule"
"1005","liver_capillaryvenous","Slc43a3","Venule"
"1006","liver_capillaryvenous","Slco3a1","Venule"
"1007","liver_capillaryvenous","Gadd45g","Venule"
"1008","liver_capillaryvenous","Rnase4","Venule"
"1009","liver_capillaryvenous","Marcksl1","Venule"
"1010","liver_capillaryvenous","Hspa1a","Venule"
"1011","liver_capillaryvenous","Plppr5","Venule"
"1012","liver_capillaryvenous","Lbp","Venule"
"1013","liver_capillaryvenous","Jun","Venule"
"1014","liver_capillaryvenous","Junb","Venule"
"1015","liver_capillaryvenous","Socs3","Venule"
"1016","liver_capillaryvenous","Ackr4","Venule"
"1017","liver_capillaryvenous","Ahr","Venule"
"1018","liver_capillaryvenous","Adamts1","Venule"
"1019","liver_capillaryvenous","Hspa5","Venule"
"1020","liver_capillaryvenous","C1qb","Venule"
"1021","liver_capillaryvenous","Nfkbia","Venule"
"1022","liver_capillaryvenous","Csf1","Venule"
"1023","liver_capillaryvenous","Ecm1","Venule"
"1024","liver_capillaryvenous","Csprs","Venule"
"1025","liver_capillaryvenous","Rpn1","Venule"
"1026","liver_capillaryvenous","Fcer1g","Venule"
"1027","liver_capillaryvenous","Ier3","Venule"
"1028","liver_capillaryvenous","Slc25a37","Venule"
"1029","liver_capillaryvenous","Dusp6","Venule"
"1030","liver_capillaryvenous","Ier5","Venule"
"1031","liver_capillaryvenous","Jup","Venule"
"1032","liver_capillaryvenous","Sema6d","Venule"
"1033","liver_capillaryvenous","Olfm1","Venule"
"1034","liver_capillaryvenous","Ifitm10","Venule"
"1035","liver_capillaryvenous","Spry1","Venule"
"1036","liver_capillaryvenous","Slco2a1","Venule"
"1037","liver_capillaryvenous","Dusp10","Venule"
"1038","liver_capillaryvenous","Ctla2a","Venule"
"1039","liver_capillaryvenous","Gm9917","Venule"
"1040","liver_capillaryvenous","Icosl","Venule"
"1041","liver_capillaryvenous","Rerg","Venule"
"1042","liver_capillaryvenous","Mbd1","Venule"
"1043","liver_capillaryvenous","Plcb1","Venule"
"1044","liver_capillaryvenous","Dkk3","Venule"
"1045","liver_vein","Rspo3","Vein"
"1046","liver_vein","Vwf","Vein"
"1047","liver_vein","Ctsh","Vein"
"1048","liver_vein","Edn1","Vein"
"1049","liver_vein","Bmp4","Vein"
"1050","liver_vein","Fmo2","Vein"
"1051","liver_vein","Rbp1","Vein"
"1052","liver_vein","Calcrl","Vein"
"1053","liver_vein","Bgn","Vein"
"1054","liver_vein","Gpm6a","Vein"
"1055","liver_vein","Tmsb10","Vein"
"1056","liver_vein","Cdh13","Vein"
"1057","liver_vein","Heg1","Vein"
"1058","liver_vein","Id2","Vein"
"1059","liver_vein","Fabp4","Vein"
"1060","liver_vein","Wnt9b","Vein"
"1061","liver_vein","Tmem176a","Vein"
"1062","liver_vein","Eln","Vein"
"1063","liver_vein","Il6st","Vein"
"1064","liver_vein","Jam2","Vein"
"1065","liver_vein","Nuak1","Vein"
"1066","liver_vein","Vcam1","Vein"
"1067","liver_vein","Selp","Vein"
"1068","liver_vein","Tmem176b","Vein"
"1069","liver_vein","Icam1","Vein"
"1070","liver_vein","Mras","Vein"
"1071","liver_vein","Tspan13","Vein"
"1072","liver_vein","2200002D01Rik","Vein"
"1073","liver_vein","Cdc42ep3","Vein"
"1074","liver_vein","Bambi","Vein"
"1075","liver_vein","Amigo2","Vein"
"1076","liver_vein","Cit","Vein"
"1077","liver_vein","Rdx","Vein"
"1078","liver_vein","Rbms3","Vein"
"1079","liver_vein","Bcam","Vein"
"1080","liver_vein","Cyp1b1","Vein"
"1081","liver_vein","Entpd1","Vein"
"1082","liver_vein","Hs3st1","Vein"
"1083","liver_vein","Serpinb6b","Vein"
"1084","liver_vein","Tnni3","Vein"
"1085","liver_vein","Tgfb2","Vein"
"1086","liver_vein","Smad6","Vein"
"1087","liver_vein","Lhx6","Vein"
"1088","liver_vein","Ogt","Vein"
"1089","liver_vein","Prelp","Vein"
"1090","liver_vein","Serpina3g","Vein"
"1091","liver_vein","Sprr2b","Vein"
"1092","liver_vein","Cryab","Vein"
"1093","liver_vein","Col6a3","Vein"
"1094","liver_vein","Emp3","Vein"
"1095","liver_proliferating","Stmn1","Proliferating"
"1096","liver_proliferating","Hmgb2","Proliferating"
"1097","liver_proliferating","H2afz","Proliferating"
"1098","liver_proliferating","Cdkn1a","Proliferating"
"1099","liver_proliferating","Top2a","Proliferating"
"1100","liver_proliferating","Cdk1","Proliferating"
"1101","liver_proliferating","Cks2","Proliferating"
"1102","liver_proliferating","Birc5","Proliferating"
"1103","liver_proliferating","Tuba1b","Proliferating"
"1104","liver_proliferating","Tk1","Proliferating"
"1105","liver_proliferating","Hmgn2","Proliferating"
"1106","liver_proliferating","Lgals1","Proliferating"
"1107","liver_proliferating","Cks1b","Proliferating"
"1108","liver_proliferating","Nucks1","Proliferating"
"1109","liver_proliferating","Pcna","Proliferating"
"1110","liver_proliferating","H2afx","Proliferating"
"1111","liver_proliferating","Cdca8","Proliferating"
"1112","liver_proliferating","Spc24","Proliferating"
"1113","liver_proliferating","Lockd","Proliferating"
"1114","liver_proliferating","Smc4","Proliferating"
"1115","liver_proliferating","Cdkn2c","Proliferating"
"1116","liver_proliferating","Hjurp","Proliferating"
"1117","liver_proliferating","Smc2","Proliferating"
"1118","liver_proliferating","Tyms","Proliferating"
"1119","liver_proliferating","Tubb6","Proliferating"
"1120","liver_proliferating","Racgap1","Proliferating"
"1121","liver_proliferating","Lmnb1","Proliferating"
"1122","liver_proliferating","Nrm","Proliferating"
"1123","liver_proliferating","Fen1","Proliferating"
"1124","liver_proliferating","Fbxo5","Proliferating"
"1125","liver_proliferating","Cdc20","Proliferating"
"1126","liver_proliferating","Mcm5","Proliferating"
"1127","liver_proliferating","Cenpa","Proliferating"
"1128","liver_proliferating","Gmfg","Proliferating"
"1129","liver_proliferating","Ccdc34","Proliferating"
"1130","liver_proliferating","Ncapd2","Proliferating"
"1131","liver_proliferating","Tcf19","Proliferating"
"1132","liver_proliferating","Rfc3","Proliferating"
"1133","liver_proliferating","Cxcl10","Proliferating"
"1134","liver_proliferating","Ltc4s","Proliferating"
"1135","liver_proliferating","Hsp90aa1","Proliferating"
"1136","liver_proliferating","Lig1","Proliferating"
"1137","liver_proliferating","Usp1","Proliferating"
"1138","liver_proliferating","Bok","Proliferating"
"1139","liver_proliferating","Raph1","Proliferating"
"1140","liver_proliferating","Pold2","Proliferating"
"1141","liver_proliferating","Nav2","Proliferating"
"1142","liver_proliferating","Rpa2","Proliferating"
"1143","liver_proliferating","Ezh2","Proliferating"
"1144","liver_proliferating","Rrm1","Proliferating"
"1145","liver_lypmhatic","Ccl21a","Lymphatic"
"1146","liver_lypmhatic","Prss23","Lymphatic"
"1147","liver_lypmhatic","Ifi27l2a","Lymphatic"
"1148","liver_lypmhatic","Timp2","Lymphatic"
"1149","liver_lypmhatic","S100a6","Lymphatic"
"1150","liver_lypmhatic","Fgl2","Lymphatic"
"1151","liver_lypmhatic","Scn1b","Lymphatic"
"1152","liver_lypmhatic","Pard6g","Lymphatic"
"1153","liver_lypmhatic","Cav1","Lymphatic"
"1154","liver_lypmhatic","Fxyd6","Lymphatic"
"1155","liver_lypmhatic","Fam43a","Lymphatic"
"1156","liver_lypmhatic","Slfn2","Lymphatic"
"1157","liver_lypmhatic","Esm1","Lymphatic"
"1158","liver_lypmhatic","Lysmd2","Lymphatic"
"1159","liver_lypmhatic","Abi3bp","Lymphatic"
"1160","liver_lypmhatic","Btg1","Lymphatic"
"1161","liver_lypmhatic","Timp3","Lymphatic"
"1162","liver_lypmhatic","Aebp1","Lymphatic"
"1163","liver_lypmhatic","Tppp3","Lymphatic"
"1164","liver_lypmhatic","Bcr","Lymphatic"
"1165","liver_lypmhatic","Pcp4l1","Lymphatic"
"1166","liver_lypmhatic","Limch1","Lymphatic"
"1167","liver_lypmhatic","Serping1","Lymphatic"
"1168","liver_lypmhatic","Gja1","Lymphatic"
"1169","liver_lypmhatic","Slc38a7","Lymphatic"
"1170","liver_lypmhatic","Smad1","Lymphatic"
"1171","liver_lypmhatic","Tulp4","Lymphatic"
"1172","liver_lypmhatic","Dock9","Lymphatic"
"1173","liver_lypmhatic","N4bp3","Lymphatic"
"1174","liver_lypmhatic","Klhl4","Lymphatic"
"1175","liver_lypmhatic","Prkch","Lymphatic"
"1176","liver_lypmhatic","Lyl1","Lymphatic"
"1177","liver_lypmhatic","Tcf15","Lymphatic"
"1178","liver_lypmhatic","Tgfbi","Lymphatic"
"1179","liver_lypmhatic","Slc35e4","Lymphatic"
"1180","liver_lypmhatic","Plscr2","Lymphatic"
"1181","liver_lypmhatic","0610030E20Rik","Lymphatic"
"1182","liver_lypmhatic","Cpe","Lymphatic"
"1183","liver_lypmhatic","Akap13","Lymphatic"
"1184","liver_lypmhatic","Bcas3","Lymphatic"
"1185","liver_lypmhatic","Itga6","Lymphatic"
"1186","liver_lypmhatic","Clpb","Lymphatic"
"1187","liver_lypmhatic","Klf4","Lymphatic"
"1188","liver_lypmhatic","Hey1","Lymphatic"
"1189","liver_lypmhatic","Gng2","Lymphatic"
"1190","liver_lypmhatic","Igfbp5","Lymphatic"
"1191","liver_lypmhatic","Cdc14a","Lymphatic"
"1192","liver_lypmhatic","Pde4b","Lymphatic"
"1193","liver_lypmhatic","P3h4","Lymphatic"
"1194","liver_lypmhatic","Lrrfip1","Lymphatic"
"1195","spleen_capillary_arterial","Gpihbp1","Arteriole"
"1196","spleen_capillary_arterial","Cd36","Arteriole"
"1197","spleen_capillary_arterial","Nrp1","Arteriole"
"1198","spleen_capillary_arterial","Esm1","Arteriole"
"1199","spleen_capillary_arterial","Hspb1","Arteriole"
"1200","spleen_capillary_arterial","Kdr","Arteriole"
"1201","spleen_capillary_arterial","Esam","Arteriole"
"1202","spleen_capillary_arterial","Ptp4a3","Arteriole"
"1203","spleen_capillary_arterial","Junb","Arteriole"
"1204","spleen_capillary_arterial","Kcnj8","Arteriole"
"1205","spleen_capillary_arterial","Fos","Arteriole"
"1206","spleen_capillary_arterial","Pcdh17","Arteriole"
"1207","spleen_capillary_arterial","Ctla2a","Arteriole"
"1208","spleen_capillary_arterial","Lifr","Arteriole"
"1209","spleen_capillary_arterial","Itm2a","Arteriole"
"1210","spleen_capillary_arterial","Btg2","Arteriole"
"1211","spleen_capillary_arterial","Ier2","Arteriole"
"1212","spleen_capillary_arterial","Sox17","Arteriole"
"1213","spleen_capillary_arterial","Smco4","Arteriole"
"1214","spleen_capillary_arterial","Id3","Arteriole"
"1215","spleen_capillary_arterial","Btg1","Arteriole"
"1216","spleen_capillary_arterial","Cd81","Arteriole"
"1217","spleen_capillary_arterial","Tm4sf1","Arteriole"
"1218","spleen_capillary_arterial","Tcf4","Arteriole"
"1219","spleen_capillary_arterial","Aplnr","Arteriole"
"1220","spleen_capillary_arterial","Adgrl4","Arteriole"
"1221","spleen_capillary_arterial","Scarb1","Arteriole"
"1222","spleen_capillary_arterial","Glul","Arteriole"
"1223","spleen_capillary_arterial","Rbp1","Arteriole"
"1224","spleen_capillary_arterial","Atp1b3","Arteriole"
"1225","spleen_capillary_arterial","Egr1","Arteriole"
"1226","spleen_capillary_arterial","Plk2","Arteriole"
"1227","spleen_capillary_arterial","Mpzl1","Arteriole"
"1228","spleen_capillary_arterial","Hspg2","Arteriole"
"1229","spleen_capillary_arterial","Ctgf","Arteriole"
"1230","spleen_capillary_arterial","Cd300lg","Arteriole"
"1231","spleen_capillary_arterial","Ehd4","Arteriole"
"1232","spleen_capillary_arterial","Cd34","Arteriole"
"1233","spleen_capillary_arterial","Igfbp4","Arteriole"
"1234","spleen_capillary_arterial","Lgmn","Arteriole"
"1235","spleen_capillary_arterial","Zfp36","Arteriole"
"1236","spleen_capillary_arterial","Pcp4l1","Arteriole"
"1237","spleen_capillary_arterial","Hes1","Arteriole"
"1238","spleen_capillary_arterial","Efna1","Arteriole"
"1239","spleen_capillary_arterial","Cmtm8","Arteriole"
"1240","spleen_capillary_arterial","Cd9","Arteriole"
"1241","spleen_capillary_arterial","Ets1","Arteriole"
"1242","spleen_capillary_arterial","Sat1","Arteriole"
"1243","spleen_capillary_arterial","Fxyd5","Arteriole"
"1244","spleen_capillary_arterial","Ctsz","Arteriole"
"1245","spleen_capillary1","Nabp1","Capillary"
"1246","spleen_capillary1","Pla2g5","Capillary"
"1247","spleen_capillary1","C4b","Capillary"
"1248","spleen_capillary1","Gpr137b-ps","Capillary"
"1249","spleen_capillary1","Gm26632","Capillary"
"1250","spleen_capillary1","Gmppa","Capillary"
"1251","spleen_capillary1","Pmm2","Capillary"
"1252","spleen_capillary1","Cd27","Capillary"
"1253","spleen_capillary1","Zbtb11os1","Capillary"
"1254","spleen_capillary1","Rassf10","Capillary"
"1255","spleen_capillary1","Mblac1","Capillary"
"1256","spleen_capillary1","Aldh1a7","Capillary"
"1257","spleen_capillary1","Gm15706","Capillary"
"1258","spleen_capillary1","Gm7628","Capillary"
"1259","spleen_capillary1","Bmf","Capillary"
"1260","spleen_capillary1","Fig4","Capillary"
"1261","spleen_capillary1","Zfp398","Capillary"
"1262","spleen_capillary1","Tmem14a","Capillary"
"1263","spleen_capillary1","Zfp334","Capillary"
"1264","spleen_capillary1","9930038B18Rik","Capillary"
"1265","spleen_capillary1","Pik3r2","Capillary"
"1266","spleen_capillary1","Mettl22","Capillary"
"1267","spleen_capillary1","Dvl3","Capillary"
"1268","spleen_capillary1","Tchp","Capillary"
"1269","spleen_capillary1","9330151L19Rik","Capillary"
"1270","spleen_capillary1","Mtmr10","Capillary"
"1271","spleen_capillary1","Dcun1d4","Capillary"
"1272","spleen_capillary1","Gm15446","Capillary"
"1273","spleen_capillary1","Zfp105","Capillary"
"1274","spleen_capillary1","Hist4h4","Capillary"
"1275","spleen_capillary1","Kctd21","Capillary"
"1276","spleen_capillary1","Gpr137","Capillary"
"1277","spleen_capillary1","P4htm","Capillary"
"1278","spleen_capillary2","Actb","Capillary"
"1279","spleen_capillary2","Slc39a1","Capillary"
"1280","spleen_capillary2","Pam","Capillary"
"1281","spleen_capillary2","Gnb1","Capillary"
"1282","spleen_capillary2","Ttyh2","Capillary"
"1283","spleen_capillary2","Jag1","Capillary"
"1284","spleen_capillary2","Sema4b","Capillary"
"1285","spleen_capillary2","Nfia","Capillary"
"1286","spleen_capillary2","Dusp3","Capillary"
"1287","spleen_capillary2","Lrrc8a","Capillary"
"1288","spleen_capillary2","Abhd2","Capillary"
"1289","spleen_capillary2","Gm2a","Capillary"
"1290","spleen_capillary2","Ncoa3","Capillary"
"1291","spleen_capillary2","Alkbh5","Capillary"
"1292","spleen_capillary2","Kdm6b","Capillary"
"1293","spleen_capillary2","Notch2","Capillary"
"1294","spleen_capillary2","Pdcd4","Capillary"
"1295","spleen_capillary2","Rpgrip1","Capillary"
"1296","spleen_capillary2","Zscan26","Capillary"
"1297","spleen_capillary2","Ppp1r16b","Capillary"
"1298","spleen_capillary2","Marf1","Capillary"
"1299","spleen_capillary2","Insig1","Capillary"
"1300","spleen_capillary2","Clasp2","Capillary"
"1301","spleen_capillary2","Tmf1","Capillary"
"1302","spleen_capillary2","Pan3","Capillary"
"1303","spleen_capillary2","C5ar2","Capillary"
"1304","spleen_capillary2","Tacc1","Capillary"
"1305","spleen_capillary2","Spry2","Capillary"
"1306","spleen_capillary2","Yme1l1","Capillary"
"1307","spleen_capillary2","Cdkn1b","Capillary"
"1308","spleen_capillary2","D17H6S53E","Capillary"
"1309","spleen_capillary2","Mcmbp","Capillary"
"1310","spleen_capillary2","Ric1","Capillary"
"1311","spleen_capillary2","Slc24a5","Capillary"
"1312","spleen_capillary2","Hsf2","Capillary"
"1313","spleen_capillary2","Paip1","Capillary"
"1314","spleen_capillary2","Mtmr2","Capillary"
"1315","spleen_capillary2","Cux2","Capillary"
"1316","spleen_capillary2","Fn3krp","Capillary"
"1317","spleen_capillary2","Zfp780b","Capillary"
"1318","spleen_capillary2","Rbm15","Capillary"
"1319","spleen_capillary2","2310035C23Rik","Capillary"
"1320","spleen_capillary2","Foxo3","Capillary"
"1321","spleen_capillary2","Myef2","Capillary"
"1322","spleen_capillary2","Adap2os","Capillary"
"1323","spleen_capillary2","Runx1t1","Capillary"
"1324","spleen_capillary2","Zfp691","Capillary"
"1325","spleen_capillary2","Uvssa","Capillary"
"1326","spleen_capillary2","Crebl2","Capillary"
"1327","spleen_capillary2","Rdh13","Capillary"
"1328","spleen_capillary3","Serpinb1a","Capillary"
"1329","spleen_capillary3","Hspa5","Capillary"
"1330","spleen_capillary3","Tuba1a","Capillary"
"1331","spleen_capillary3","Clu","Capillary"
"1332","spleen_capillary3","Pdia3","Capillary"
"1333","spleen_capillary3","Ackr3","Capillary"
"1334","spleen_capillary3","Pdia6","Capillary"
"1335","spleen_capillary3","Clec4g","Capillary"
"1336","spleen_capillary3","Icam2","Capillary"
"1337","spleen_capillary3","Bace2","Capillary"
"1338","spleen_capillary3","Calr","Capillary"
"1339","spleen_capillary3","Tmem176b","Capillary"
"1340","spleen_capillary3","Ctsl","Capillary"
"1341","spleen_capillary3","Tmem176a","Capillary"
"1342","spleen_capillary3","AU021092","Capillary"
"1343","spleen_capillary3","Star","Capillary"
"1344","spleen_capillary3","Plpp3","Capillary"
"1345","spleen_capillary3","Rcn3","Capillary"
"1346","spleen_capillary3","Ramp2","Capillary"
"1347","spleen_capillary3","Pcolce","Capillary"
"1348","spleen_capillary3","Vwa1","Capillary"
"1349","spleen_capillary3","Cd55","Capillary"
"1350","spleen_capillary3","Hsp90b1","Capillary"
"1351","spleen_capillary3","Slc29a1","Capillary"
"1352","spleen_capillary3","Dnaja1","Capillary"
"1353","spleen_capillary3","Plpp1","Capillary"
"1354","spleen_capillary3","Ltc4s","Capillary"
"1355","spleen_capillary3","H2-D1","Capillary"
"1356","spleen_capillary3","Sparc","Capillary"
"1357","spleen_capillary3","Tfpi","Capillary"
"1358","spleen_capillary3","Ackr4","Capillary"
"1359","spleen_capillary3","Tmem59","Capillary"
"1360","spleen_capillary3","Cldn5","Capillary"
"1361","spleen_capillary3","Hpgd","Capillary"
"1362","spleen_capillary3","Fabp5","Capillary"
"1363","spleen_capillary3","Anxa5","Capillary"
"1364","spleen_capillary3","Msmo1","Capillary"
"1365","spleen_capillary3","Serinc3","Capillary"
"1366","spleen_capillary3","Hspa8","Capillary"
"1367","spleen_capillary3","Ctsb","Capillary"
"1368","spleen_capillary3","Tmem37","Capillary"
"1369","spleen_capillary3","Calml4","Capillary"
"1370","spleen_capillary3","Cdc42ep2","Capillary"
"1371","spleen_capillary3","Hmgcs1","Capillary"
"1372","spleen_capillary3","Maged2","Capillary"
"1373","spleen_capillary3","H2-K1","Capillary"
"1374","spleen_capillary3","Hyal2","Capillary"
"1375","spleen_capillary3","Gstm1","Capillary"
"1376","spleen_capillary3","Thbd","Capillary"
"1377","spleen_capillary3","Fdps","Capillary"
"1378","spleen_interferon","Iigp1","Immunogenic"
"1379","spleen_interferon","Cxcl10","Immunogenic"
"1380","spleen_interferon","Isg15","Immunogenic"
"1381","spleen_interferon","Gm4951","Immunogenic"
"1382","spleen_interferon","Stat1","Immunogenic"
"1383","spleen_interferon","Gbp7","Immunogenic"
"1384","spleen_interferon","Igtp","Immunogenic"
"1385","spleen_interferon","Rtp4","Immunogenic"
"1386","spleen_interferon","Gbp4","Immunogenic"
"1387","spleen_interferon","Irgm1","Immunogenic"
"1388","spleen_interferon","Ifi47","Immunogenic"
"1389","spleen_interferon","Ifitm3","Immunogenic"
"1390","spleen_interferon","Tgtp2","Immunogenic"
"1391","spleen_interferon","Oasl2","Immunogenic"
"1392","spleen_interferon","Ifit3","Immunogenic"
"1393","spleen_interferon","Tap1","Immunogenic"
"1394","spleen_interferon","Irgm2","Immunogenic"
"1395","spleen_interferon","Parp14","Immunogenic"
"1396","spleen_interferon","Irf8","Immunogenic"
"1397","spleen_interferon","Ifit1","Immunogenic"
"1398","spleen_interferon","Gbp2","Immunogenic"
"1399","spleen_interferon","H2-Q7","Immunogenic"
"1400","spleen_interferon","Tmem140","Immunogenic"
"1401","spleen_interferon","Gbp3","Immunogenic"
"1402","spleen_interferon","Psmb10","Immunogenic"
"1403","spleen_interferon","Samhd1","Immunogenic"
"1404","spleen_interferon","Zbp1","Immunogenic"
"1405","spleen_interferon","Xaf1","Immunogenic"
"1406","spleen_interferon","Tap2","Immunogenic"
"1407","spleen_interferon","Shisa5","Immunogenic"
"1408","spleen_interferon","Batf2","Immunogenic"
"1409","spleen_interferon","Ifit3b","Immunogenic"
"1410","spleen_interferon","Clec2d","Immunogenic"
"1411","spleen_interferon","Ly6c1","Immunogenic"
"1412","spleen_interferon","F830016B08Rik","Immunogenic"
"1413","spleen_interferon","Irf1","Immunogenic"
"1414","spleen_interferon","Rnf213","Immunogenic"
"1415","spleen_interferon","Usp18","Immunogenic"
"1416","spleen_interferon","Apol9b","Immunogenic"
"1417","spleen_interferon","Irf7","Immunogenic"
"1418","spleen_interferon","Ly6a","Immunogenic"
"1419","spleen_interferon","Gm12216","Immunogenic"
"1420","spleen_interferon","Icam1","Immunogenic"
"1421","spleen_interferon","Apol9a","Immunogenic"
"1422","spleen_interferon","Sp100","Immunogenic"
"1423","spleen_interferon","Stat3","Immunogenic"
"1424","spleen_interferon","Serpina3g","Immunogenic"
"1425","spleen_interferon","Gbp5","Immunogenic"
"1426","spleen_interferon","Parp9","Immunogenic"
"1427","spleen_interferon","Vcam1","Immunogenic"
"1428","spleen_proliferating","Stmn1","Proliferating"
"1429","spleen_proliferating","Hmgb2","Proliferating"
"1430","spleen_proliferating","H2afz","Proliferating"
"1431","spleen_proliferating","Cks1b","Proliferating"
"1432","spleen_proliferating","Cks2","Proliferating"
"1433","spleen_proliferating","Hmgn2","Proliferating"
"1434","spleen_proliferating","Tubb5","Proliferating"
"1435","spleen_proliferating","Cdkn1a","Proliferating"
"1436","spleen_proliferating","Pcna","Proliferating"
"1437","spleen_proliferating","Vim","Proliferating"
"1438","spleen_proliferating","Tuba1b","Proliferating"
"1439","spleen_proliferating","Smc2","Proliferating"
"1440","spleen_proliferating","Prdx4","Proliferating"
"1441","spleen_proliferating","Crip1","Proliferating"
"1442","spleen_proliferating","Slbp","Proliferating"
"1443","spleen_proliferating","Ccdc34","Proliferating"
"1444","spleen_proliferating","Gmnn","Proliferating"
"1445","spleen_proliferating","Srsf2","Proliferating"
"1446","spleen_proliferating","Tmpo","Proliferating"
"1447","spleen_proliferating","Dnajc9","Proliferating"
"1448","spleen_proliferating","Smc6","Proliferating"
"1449","spleen_proliferating","Lig1","Proliferating"
"1450","spleen_proliferating","Cenpw","Proliferating"
"1451","spleen_proliferating","Tubb4b","Proliferating"
"1452","spleen_proliferating","Lbr","Proliferating"
"1453","spleen_proliferating","Atad2","Proliferating"
"1454","spleen_proliferating","Spc24","Proliferating"
"1455","spleen_proliferating","Hsp90aa1","Proliferating"
"1456","spleen_proliferating","Lgals1","Proliferating"
"1457","spleen_proliferating","Nxt1","Proliferating"
"1458","spleen_proliferating","Rrm1","Proliferating"
"1459","spleen_proliferating","Odc1","Proliferating"
"1460","spleen_proliferating","Fam111a","Proliferating"
"1461","spleen_proliferating","Mcm7","Proliferating"
"1462","spleen_proliferating","Rfc2","Proliferating"
"1463","spleen_proliferating","Tyms","Proliferating"
"1464","spleen_proliferating","Nrm","Proliferating"
"1465","spleen_proliferating","Lmnb1","Proliferating"
"1466","spleen_proliferating","Csrp1","Proliferating"
"1467","spleen_proliferating","Fkbp2","Proliferating"
"1468","spleen_proliferating","Cbx3","Proliferating"
"1469","spleen_proliferating","Golt1b","Proliferating"
"1470","spleen_proliferating","Orc6","Proliferating"
"1471","spleen_proliferating","Tmsb10","Proliferating"
"1472","spleen_proliferating","Cenpa","Proliferating"
"1473","spleen_proliferating","Ezh2","Proliferating"
"1474","spleen_proliferating","Hist1h2bc","Proliferating"
"1475","spleen_proliferating","Kdelr2","Proliferating"
"1476","spleen_proliferating","Fen1","Proliferating"
"1477","spleen_proliferating","Cdkn2d","Proliferating"
"1478","spleen_capillary_venous","Slco2a1","Venule"
"1479","spleen_capillary_venous","Adamts5","Venule"
"1480","spleen_capillary_venous","Zbtb20","Venule"
"1481","spleen_capillary_venous","Sema3a","Venule"
"1482","spleen_capillary_venous","Nr2f2","Venule"
"1483","spleen_capillary_venous","Timp3","Venule"
"1484","spleen_capillary_venous","Sema3d","Venule"
"1485","spleen_capillary_venous","Col4a1","Venule"
"1486","spleen_capillary_venous","Ptprb","Venule"
"1487","spleen_capillary_venous","Fosb","Venule"
"1488","spleen_capillary_venous","Klf4","Venule"
"1489","spleen_capillary_venous","Crispld1","Venule"
"1490","spleen_capillary_venous","Arhgef1","Venule"
"1491","spleen_capillary_venous","Jund","Venule"
"1492","spleen_capillary_venous","Ccnd2","Venule"
"1493","spleen_capillary_venous","Slc38a2","Venule"
"1494","spleen_capillary_venous","Flt1","Venule"
"1495","spleen_capillary_venous","Crim1","Venule"
"1496","spleen_capillary_venous","Calcrl","Venule"
"1497","spleen_capillary_venous","Itga6","Venule"
"1498","spleen_capillary_venous","Flt4","Venule"
"1499","spleen_capillary_venous","Prox1","Venule"
"1500","spleen_capillary_venous","Plxnb1","Venule"
"1501","spleen_capillary_venous","Cped1","Venule"
"1502","spleen_capillary_venous","Gm26802","Venule"
"1503","spleen_capillary_venous","Cbfa2t3","Venule"
"1504","spleen_capillary_venous","Mafb","Venule"
"1505","spleen_capillary_venous","Marveld1","Venule"
"1506","spleen_capillary_venous","Pcdh12","Venule"
"1507","spleen_capillary_venous","MT-ND2","Venule"
"1508","spleen_capillary_venous","Flrt2","Venule"
"1509","spleen_capillary_venous","Phlda1","Venule"
"1510","spleen_capillary_venous","Itga9","Venule"
"1511","spleen_capillary_venous","Dync1i2","Venule"
"1512","spleen_capillary_venous","Fxyd6","Venule"
"1513","spleen_capillary_venous","Tia1","Venule"
"1514","spleen_capillary_venous","Kcnq1ot1","Venule"
"1515","spleen_capillary_venous","Nos1ap","Venule"
"1516","spleen_capillary_venous","Ppp1r14b","Venule"
"1517","spleen_capillary_venous","St18","Venule"
"1518","spleen_capillary_venous","Ptp4a2","Venule"
"1519","spleen_capillary_venous","Golgb1","Venule"
"1520","spleen_capillary_venous","Trp53i11","Venule"
"1521","spleen_capillary_venous","Slc16a1","Venule"
"1522","spleen_capillary_venous","Dhcr24","Venule"
"1523","spleen_capillary_venous","Neat1","Venule"
"1524","spleen_capillary_venous","Foxp1","Venule"
"1525","spleen_capillary_venous","MT-ND3","Venule"
"1526","spleen_capillary_venous","Taok2","Venule"
"1527","spleen_capillary_venous","Txnip","Venule"
"1528","lung_artery","Mgp","Artery"
"1529","lung_artery","Tm4sf1","Artery"
"1530","lung_artery","Cxcl12","Artery"
"1531","lung_artery","Plat","Artery"
"1532","lung_artery","Plac8","Artery"
"1533","lung_artery","Gja4","Artery"
"1534","lung_artery","Mecom","Artery"
"1535","lung_artery","Igfbp4","Artery"
"1536","lung_artery","Atp13a3","Artery"
"1537","lung_artery","Apoe","Artery"
"1538","lung_artery","Gja5","Artery"
"1539","lung_artery","Fxyd5","Artery"
"1540","lung_artery","Tsc22d1","Artery"
"1541","lung_artery","Edn1","Artery"
"1542","lung_artery","Efnb2","Artery"
"1543","lung_artery","Sparcl1","Artery"
"1544","lung_artery","Htra1","Artery"
"1545","lung_artery","Fbln2","Artery"
"1546","lung_artery","Hey1","Artery"
"1547","lung_artery","Fam3c","Artery"
"1548","lung_artery","Sulf1","Artery"
